Year,StateCode,State,Country,Mode,TradeType,TradeValue
1993,AK,Alaska,Canada,Mail (U.S. Postal Service),Export,100978.0
1993,AK,Alaska,Canada,Mail (U.S. Postal Service),Unknown,50075.0
1993,AK,Alaska,Canada,Other/Unknown,Export,1455697.0
1993,AK,Alaska,Canada,Other/Unknown,Unknown,53455382.0
1993,AK,Alaska,Canada,Pipeline,Export,126789.0
1993,AK,Alaska,Canada,Rail,Export,1613886.0
1993,AK,Alaska,Canada,Rail,Unknown,1725808.0
1993,AK,Alaska,Canada,Truck,Export,39555345.0
1993,AK,Alaska,Canada,Truck,Unknown,38189632.0
1993,AK,Alaska,Mexico,Other/Unknown,Export,6009.0
1993,AK,Alaska,Mexico,Rail,Export,3710.0
1993,AK,Alaska,Mexico,Truck,Export,253462.0
1993,AK,Alaska,Mexico,Truck,Unknown,4089977.0
1993,AL,Alabama,Canada,Mail (U.S. Postal Service),Export,21159.0
1993,AL,Alabama,Canada,Mail (U.S. Postal Service),Unknown,1308.0
1993,AL,Alabama,Canada,Other/Unknown,Export,26735353.0
1993,AL,Alabama,Canada,Other/Unknown,Unknown,173198.0
1993,AL,Alabama,Canada,Pipeline,Export,62568.0
1993,AL,Alabama,Canada,Rail,Export,31664906.0
1993,AL,Alabama,Canada,Rail,Unknown,104487866.0
1993,AL,Alabama,Canada,Truck,Export,402314861.0
1993,AL,Alabama,Canada,Truck,Unknown,237527159.0
1993,AL,Alabama,Mexico,Other/Unknown,Export,7748490.0
1993,AL,Alabama,Mexico,Other/Unknown,Unknown,20665.0
1993,AL,Alabama,Mexico,Rail,Export,15489503.0
1993,AL,Alabama,Mexico,Rail,Unknown,18949047.0
1993,AL,Alabama,Mexico,Truck,Export,100722916.0
1993,AL,Alabama,Mexico,Truck,Unknown,210364551.0
1993,AR,Arkansas,Canada,Mail (U.S. Postal Service),Export,2698.0
1993,AR,Arkansas,Canada,Other/Unknown,Export,15136223.0
1993,AR,Arkansas,Canada,Other/Unknown,Unknown,41487.0
1993,AR,Arkansas,Canada,Rail,Export,26264692.0
1993,AR,Arkansas,Canada,Rail,Unknown,89231124.0
1993,AR,Arkansas,Canada,Truck,Export,279558349.0
1993,AR,Arkansas,Canada,Truck,Unknown,156849580.0
1993,AR,Arkansas,Mexico,Other/Unknown,Export,24748641.0
1993,AR,Arkansas,Mexico,Other/Unknown,Unknown,341328.0
1993,AR,Arkansas,Mexico,Rail,Export,2801238.0
1993,AR,Arkansas,Mexico,Rail,Unknown,1319781.0
1993,AR,Arkansas,Mexico,Truck,Export,28480435.0
1993,AR,Arkansas,Mexico,Truck,Unknown,46717232.0
1993,AZ,Arizona,Canada,Mail (U.S. Postal Service),Export,18147.0
1993,AZ,Arizona,Canada,Mail (U.S. Postal Service),Unknown,16235.0
1993,AZ,Arizona,Canada,Other/Unknown,Export,11650766.0
1993,AZ,Arizona,Canada,Other/Unknown,Unknown,7597679.0
1993,AZ,Arizona,Canada,Rail,Export,6495566.0
1993,AZ,Arizona,Canada,Rail,Unknown,30872642.0
1993,AZ,Arizona,Canada,Truck,Export,220886072.0
1993,AZ,Arizona,Canada,Truck,Unknown,131751952.0
1993,AZ,Arizona,Mexico,Mail (U.S. Postal Service),Unknown,399095.0
1993,AZ,Arizona,Mexico,Other/Unknown,Export,139155214.0
1993,AZ,Arizona,Mexico,Other/Unknown,Unknown,117842096.0
1993,AZ,Arizona,Mexico,Rail,Export,20115324.0
1993,AZ,Arizona,Mexico,Rail,Unknown,44675021.0
1993,AZ,Arizona,Mexico,Truck,Export,616967735.0
1993,AZ,Arizona,Mexico,Truck,Unknown,1400512352.0
1993,CA,California,Canada,Mail (U.S. Postal Service),Export,1232500.0
1993,CA,California,Canada,Mail (U.S. Postal Service),Unknown,167922.0
1993,CA,California,Canada,Other/Unknown,Export,195700871.0
1993,CA,California,Canada,Other/Unknown,Unknown,95139522.0
1993,CA,California,Canada,Pipeline,Export,492192.0
1993,CA,California,Canada,Pipeline,Unknown,1299306.0
1993,CA,California,Canada,Rail,Export,359794665.0
1993,CA,California,Canada,Rail,Unknown,1523279500.0
1993,CA,California,Canada,Truck,Export,3444134631.0
1993,CA,California,Canada,Truck,Unknown,1658494987.0
1993,CA,California,Mexico,Mail (U.S. Postal Service),Export,13350.0
1993,CA,California,Mexico,Mail (U.S. Postal Service),Unknown,119049.0
1993,CA,California,Mexico,Other/Unknown,Export,755859423.0
1993,CA,California,Mexico,Other/Unknown,Unknown,5595030.0
1993,CA,California,Mexico,Pipeline,Unknown,576002.0
1993,CA,California,Mexico,Rail,Export,50934248.0
1993,CA,California,Mexico,Rail,Unknown,137962233.0
1993,CA,California,Mexico,Truck,Export,2633169989.0
1993,CA,California,Mexico,Truck,Unknown,4402625385.0
1993,CO,Colorado,Canada,Mail (U.S. Postal Service),Export,81716.0
1993,CO,Colorado,Canada,Mail (U.S. Postal Service),Unknown,166034.0
1993,CO,Colorado,Canada,Other/Unknown,Export,14577544.0
1993,CO,Colorado,Canada,Other/Unknown,Unknown,29753.0
1993,CO,Colorado,Canada,Pipeline,Unknown,64769598.0
1993,CO,Colorado,Canada,Rail,Export,40980436.0
1993,CO,Colorado,Canada,Rail,Unknown,93385114.0
1993,CO,Colorado,Canada,Truck,Export,403422129.0
1993,CO,Colorado,Canada,Truck,Unknown,426987974.0
1993,CO,Colorado,Mexico,Mail (U.S. Postal Service),Export,10035.0
1993,CO,Colorado,Mexico,Other/Unknown,Export,85605755.0
1993,CO,Colorado,Mexico,Other/Unknown,Unknown,26011.0
1993,CO,Colorado,Mexico,Rail,Export,7807874.0
1993,CO,Colorado,Mexico,Rail,Unknown,115301.0
1993,CO,Colorado,Mexico,Truck,Export,231833351.0
1993,CO,Colorado,Mexico,Truck,Unknown,69680582.0
1993,CT,Connecticut,Canada,Mail (U.S. Postal Service),Export,99655.0
1993,CT,Connecticut,Canada,Mail (U.S. Postal Service),Unknown,1280.0
1993,CT,Connecticut,Canada,Other/Unknown,Export,26169513.0
1993,CT,Connecticut,Canada,Other/Unknown,Unknown,74249085.0
1993,CT,Connecticut,Canada,Rail,Export,69057855.0
1993,CT,Connecticut,Canada,Rail,Unknown,135583712.0
1993,CT,Connecticut,Canada,Truck,Export,815495476.0
1993,CT,Connecticut,Canada,Truck,Unknown,517235011.0
1993,CT,Connecticut,Mexico,Mail (U.S. Postal Service),Unknown,9152.0
1993,CT,Connecticut,Mexico,Other/Unknown,Export,14096182.0
1993,CT,Connecticut,Mexico,Other/Unknown,Unknown,7687.0
1993,CT,Connecticut,Mexico,Rail,Export,33385830.0
1993,CT,Connecticut,Mexico,Rail,Unknown,8446532.0
1993,CT,Connecticut,Mexico,Truck,Export,116301478.0
1993,CT,Connecticut,Mexico,Truck,Unknown,121643090.0
1993,DC,District of Columbia,Canada,Mail (U.S. Postal Service),Export,32620.0
1993,DC,District of Columbia,Canada,Other/Unknown,Export,3550060.0
1993,DC,District of Columbia,Canada,Other/Unknown,Unknown,106533079.0
1993,DC,District of Columbia,Canada,Pipeline,Export,1701464.0
1993,DC,District of Columbia,Canada,Rail,Export,2896322.0
1993,DC,District of Columbia,Canada,Rail,Unknown,10791093.0
1993,DC,District of Columbia,Canada,Truck,Export,20104199.0
1993,DC,District of Columbia,Canada,Truck,Unknown,15998168.0
1993,DC,District of Columbia,Mexico,Other/Unknown,Export,1679959.0
1993,DC,District of Columbia,Mexico,Rail,Export,4020773.0
1993,DC,District of Columbia,Mexico,Truck,Export,1246338.0
1993,DC,District of Columbia,Mexico,Truck,Unknown,24222.0
1993,DE,Delaware,Canada,Mail (U.S. Postal Service),Export,26252.0
1993,DE,Delaware,Canada,Mail (U.S. Postal Service),Unknown,9272.0
1993,DE,Delaware,Canada,Other/Unknown,Export,6341806.0
1993,DE,Delaware,Canada,Other/Unknown,Unknown,32525000.0
1993,DE,Delaware,Canada,Pipeline,Export,42011.0
1993,DE,Delaware,Canada,Pipeline,Unknown,1608658.0
1993,DE,Delaware,Canada,Rail,Export,82117309.0
1993,DE,Delaware,Canada,Rail,Unknown,48555253.0
1993,DE,Delaware,Canada,Truck,Export,361994405.0
1993,DE,Delaware,Canada,Truck,Unknown,260618101.0
1993,DE,Delaware,Mexico,Other/Unknown,Export,21531341.0
1993,DE,Delaware,Mexico,Rail,Export,3448574.0
1993,DE,Delaware,Mexico,Rail,Unknown,102702917.0
1993,DE,Delaware,Mexico,Truck,Export,78965718.0
1993,DE,Delaware,Mexico,Truck,Unknown,18031760.0
1993,DU,Unknown,Canada,Mail (U.S. Postal Service),Export,654154.0
1993,DU,Unknown,Canada,Mail (U.S. Postal Service),Unknown,53437.0
1993,DU,Unknown,Canada,Other/Unknown,Export,4371306862.0
1993,DU,Unknown,Canada,Other/Unknown,Unknown,783991959.0
1993,DU,Unknown,Canada,Pipeline,Export,7942546.0
1993,DU,Unknown,Canada,Pipeline,Unknown,146526665.0
1993,DU,Unknown,Canada,Rail,Export,2265837555.0
1993,DU,Unknown,Canada,Rail,Unknown,30763706.0
1993,DU,Unknown,Canada,Truck,Export,5137106543.0
1993,DU,Unknown,Canada,Truck,Unknown,896311229.0
1993,DU,Unknown,Mexico,Mail (U.S. Postal Service),Export,353844.0
1993,DU,Unknown,Mexico,Mail (U.S. Postal Service),Unknown,46581.0
1993,DU,Unknown,Mexico,Other/Unknown,Export,1236380742.0
1993,DU,Unknown,Mexico,Other/Unknown,Unknown,280198778.0
1993,DU,Unknown,Mexico,Rail,Export,127389303.0
1993,DU,Unknown,Mexico,Rail,Unknown,21094813.0
1993,DU,Unknown,Mexico,Truck,Export,1388822025.0
1993,DU,Unknown,Mexico,Truck,Unknown,99821213.0
1993,FL,Florida,Canada,Mail (U.S. Postal Service),Export,261488.0
1993,FL,Florida,Canada,Other/Unknown,Export,44255141.0
1993,FL,Florida,Canada,Other/Unknown,Unknown,22967909.0
1993,FL,Florida,Canada,Pipeline,Export,26306.0
1993,FL,Florida,Canada,Rail,Export,60960623.0
1993,FL,Florida,Canada,Rail,Unknown,209807638.0
1993,FL,Florida,Canada,Truck,Export,861243858.0
1993,FL,Florida,Canada,Truck,Unknown,541402206.0
1993,FL,Florida,Mexico,Mail (U.S. Postal Service),Export,64463.0
1993,FL,Florida,Mexico,Other/Unknown,Export,60826450.0
1993,FL,Florida,Mexico,Other/Unknown,Unknown,1675556.0
1993,FL,Florida,Mexico,Rail,Export,73081045.0
1993,FL,Florida,Mexico,Rail,Unknown,19807684.0
1993,FL,Florida,Mexico,Truck,Export,217456154.0
1993,FL,Florida,Mexico,Truck,Unknown,117026016.0
1993,GA,Georgia,Canada,Mail (U.S. Postal Service),Export,427295.0
1993,GA,Georgia,Canada,Other/Unknown,Export,96020627.0
1993,GA,Georgia,Canada,Other/Unknown,Unknown,104674948.0
1993,GA,Georgia,Canada,Rail,Export,164177973.0
1993,GA,Georgia,Canada,Rail,Unknown,262703772.0
1993,GA,Georgia,Canada,Truck,Export,852674806.0
1993,GA,Georgia,Canada,Truck,Unknown,680547125.0
1993,GA,Georgia,Mexico,Other/Unknown,Export,44791306.0
1993,GA,Georgia,Mexico,Other/Unknown,Unknown,74001.0
1993,GA,Georgia,Mexico,Rail,Export,17466700.0
1993,GA,Georgia,Mexico,Rail,Unknown,31700459.0
1993,GA,Georgia,Mexico,Truck,Export,157111337.0
1993,GA,Georgia,Mexico,Truck,Unknown,146443333.0
1993,HI,Hawaii,Canada,Mail (U.S. Postal Service),Export,5993.0
1993,HI,Hawaii,Canada,Mail (U.S. Postal Service),Unknown,4421.0
1993,HI,Hawaii,Canada,Other/Unknown,Export,250422.0
1993,HI,Hawaii,Canada,Other/Unknown,Unknown,6210584.0
1993,HI,Hawaii,Canada,Rail,Export,15900.0
1993,HI,Hawaii,Canada,Rail,Unknown,2262773.0
1993,HI,Hawaii,Canada,Truck,Export,2456343.0
1993,HI,Hawaii,Canada,Truck,Unknown,15400426.0
1993,HI,Hawaii,Mexico,Pipeline,Unknown,9969.0
1993,HI,Hawaii,Mexico,Rail,Unknown,335371.0
1993,HI,Hawaii,Mexico,Truck,Export,88153.0
1993,HI,Hawaii,Mexico,Truck,Unknown,2904678.0
1993,IA,Iowa,Canada,Mail (U.S. Postal Service),Export,27901.0
1993,IA,Iowa,Canada,Other/Unknown,Export,14624930.0
1993,IA,Iowa,Canada,Other/Unknown,Unknown,205131.0
1993,IA,Iowa,Canada,Pipeline,Export,34862.0
1993,IA,Iowa,Canada,Pipeline,Unknown,140813846.0
1993,IA,Iowa,Canada,Rail,Export,96633834.0
1993,IA,Iowa,Canada,Rail,Unknown,99661676.0
1993,IA,Iowa,Canada,Truck,Export,641531860.0
1993,IA,Iowa,Canada,Truck,Unknown,273741262.0
1993,IA,Iowa,Mexico,Other/Unknown,Export,2073498.0
1993,IA,Iowa,Mexico,Other/Unknown,Unknown,2761.0
1993,IA,Iowa,Mexico,Rail,Export,11740428.0
1993,IA,Iowa,Mexico,Truck,Export,32417832.0
1993,IA,Iowa,Mexico,Truck,Unknown,28230641.0
1993,ID,Idaho,Canada,Mail (U.S. Postal Service),Unknown,12240.0
1993,ID,Idaho,Canada,Other/Unknown,Export,22971326.0
1993,ID,Idaho,Canada,Other/Unknown,Unknown,26511.0
1993,ID,Idaho,Canada,Rail,Export,12738141.0
1993,ID,Idaho,Canada,Rail,Unknown,34355956.0
1993,ID,Idaho,Canada,Truck,Export,88196168.0
1993,ID,Idaho,Canada,Truck,Unknown,158508528.0
1993,ID,Idaho,Mexico,Other/Unknown,Export,5534808.0
1993,ID,Idaho,Mexico,Rail,Export,12240525.0
1993,ID,Idaho,Mexico,Rail,Unknown,22000.0
1993,ID,Idaho,Mexico,Truck,Export,9666574.0
1993,ID,Idaho,Mexico,Truck,Unknown,3257110.0
1993,IL,Illinois,Canada,Mail (U.S. Postal Service),Export,523741.0
1993,IL,Illinois,Canada,Mail (U.S. Postal Service),Unknown,2615.0
1993,IL,Illinois,Canada,Other/Unknown,Export,197229252.0
1993,IL,Illinois,Canada,Other/Unknown,Unknown,16483367.0
1993,IL,Illinois,Canada,Pipeline,Export,38552441.0
1993,IL,Illinois,Canada,Pipeline,Unknown,1387469347.0
1993,IL,Illinois,Canada,Rail,Export,729177308.0
1993,IL,Illinois,Canada,Rail,Unknown,984125588.0
1993,IL,Illinois,Canada,Truck,Export,3132651754.0
1993,IL,Illinois,Canada,Truck,Unknown,1860316468.0
1993,IL,Illinois,Mexico,Mail (U.S. Postal Service),Export,2722.0
1993,IL,Illinois,Mexico,Other/Unknown,Export,226703490.0
1993,IL,Illinois,Mexico,Other/Unknown,Unknown,201841.0
1993,IL,Illinois,Mexico,Rail,Export,82328758.0
1993,IL,Illinois,Mexico,Rail,Unknown,73194578.0
1993,IL,Illinois,Mexico,Truck,Export,594147998.0
1993,IL,Illinois,Mexico,Truck,Unknown,614812036.0
1993,IN,Indiana,Canada,Mail (U.S. Postal Service),Export,320785.0
1993,IN,Indiana,Canada,Mail (U.S. Postal Service),Unknown,700131.0
1993,IN,Indiana,Canada,Other/Unknown,Export,62688299.0
1993,IN,Indiana,Canada,Other/Unknown,Unknown,276001.0
1993,IN,Indiana,Canada,Pipeline,Export,57147.0
1993,IN,Indiana,Canada,Rail,Export,156901700.0
1993,IN,Indiana,Canada,Rail,Unknown,323649869.0
1993,IN,Indiana,Canada,Truck,Export,3063870480.0
1993,IN,Indiana,Canada,Truck,Unknown,945013924.0
1993,IN,Indiana,Mexico,Mail (U.S. Postal Service),Export,604435.0
1993,IN,Indiana,Mexico,Other/Unknown,Export,84562473.0
1993,IN,Indiana,Mexico,Rail,Export,9319769.0
1993,IN,Indiana,Mexico,Rail,Unknown,17939651.0
1993,IN,Indiana,Mexico,Truck,Export,771987669.0
1993,IN,Indiana,Mexico,Truck,Unknown,707082494.0
1993,KS,Kansas,Canada,Mail (U.S. Postal Service),Export,2983.0
1993,KS,Kansas,Canada,Mail (U.S. Postal Service),Unknown,305.0
1993,KS,Kansas,Canada,Other/Unknown,Export,93806123.0
1993,KS,Kansas,Canada,Other/Unknown,Unknown,11182688.0
1993,KS,Kansas,Canada,Pipeline,Unknown,1192797.0
1993,KS,Kansas,Canada,Rail,Export,43147244.0
1993,KS,Kansas,Canada,Rail,Unknown,49170511.0
1993,KS,Kansas,Canada,Truck,Export,296243270.0
1993,KS,Kansas,Canada,Truck,Unknown,340492500.0
1993,KS,Kansas,Mexico,Other/Unknown,Export,43453222.0
1993,KS,Kansas,Mexico,Other/Unknown,Unknown,29984.0
1993,KS,Kansas,Mexico,Rail,Export,56200727.0
1993,KS,Kansas,Mexico,Rail,Unknown,63907309.0
1993,KS,Kansas,Mexico,Truck,Export,36841787.0
1993,KS,Kansas,Mexico,Truck,Unknown,40480275.0
1993,KY,Kentucky,Canada,Mail (U.S. Postal Service),Export,191251.0
1993,KY,Kentucky,Canada,Mail (U.S. Postal Service),Unknown,33566.0
1993,KY,Kentucky,Canada,Other/Unknown,Export,5858011.0
1993,KY,Kentucky,Canada,Other/Unknown,Unknown,27500.0
1993,KY,Kentucky,Canada,Pipeline,Export,31278.0
1993,KY,Kentucky,Canada,Rail,Export,80650619.0
1993,KY,Kentucky,Canada,Rail,Unknown,249196188.0
1993,KY,Kentucky,Canada,Truck,Export,706102469.0
1993,KY,Kentucky,Canada,Truck,Unknown,841774308.0
1993,KY,Kentucky,Mexico,Other/Unknown,Export,19468115.0
1993,KY,Kentucky,Mexico,Other/Unknown,Unknown,40062.0
1993,KY,Kentucky,Mexico,Rail,Export,24348576.0
1993,KY,Kentucky,Mexico,Rail,Unknown,9280628.0
1993,KY,Kentucky,Mexico,Truck,Export,95751252.0
1993,KY,Kentucky,Mexico,Truck,Unknown,214022251.0
1993,LA,Louisiana,Canada,Mail (U.S. Postal Service),Export,2052521.0
1993,LA,Louisiana,Canada,Mail (U.S. Postal Service),Unknown,3029.0
1993,LA,Louisiana,Canada,Other/Unknown,Export,3164545.0
1993,LA,Louisiana,Canada,Pipeline,Unknown,81838.0
1993,LA,Louisiana,Canada,Rail,Export,64134099.0
1993,LA,Louisiana,Canada,Rail,Unknown,42623391.0
1993,LA,Louisiana,Canada,Truck,Export,194665448.0
1993,LA,Louisiana,Canada,Truck,Unknown,136232886.0
1993,LA,Louisiana,Mexico,Other/Unknown,Export,801995.0
1993,LA,Louisiana,Mexico,Pipeline,Unknown,152143700.0
1993,LA,Louisiana,Mexico,Rail,Export,6430726.0
1993,LA,Louisiana,Mexico,Rail,Unknown,197685.0
1993,LA,Louisiana,Mexico,Truck,Export,23824680.0
1993,LA,Louisiana,Mexico,Truck,Unknown,19638507.0
1993,MA,Massachusetts,Canada,Mail (U.S. Postal Service),Export,206149.0
1993,MA,Massachusetts,Canada,Mail (U.S. Postal Service),Unknown,12944.0
1993,MA,Massachusetts,Canada,Other/Unknown,Export,69732299.0
1993,MA,Massachusetts,Canada,Other/Unknown,Unknown,66538228.0
1993,MA,Massachusetts,Canada,Pipeline,Export,16682.0
1993,MA,Massachusetts,Canada,Rail,Export,27325916.0
1993,MA,Massachusetts,Canada,Rail,Unknown,247526693.0
1993,MA,Massachusetts,Canada,Truck,Export,1672728955.0
1993,MA,Massachusetts,Canada,Truck,Unknown,1886436600.0
1993,MA,Massachusetts,Mexico,Mail (U.S. Postal Service),Export,3000.0
1993,MA,Massachusetts,Mexico,Other/Unknown,Export,35039900.0
1993,MA,Massachusetts,Mexico,Other/Unknown,Unknown,135675.0
1993,MA,Massachusetts,Mexico,Rail,Export,3450122.0
1993,MA,Massachusetts,Mexico,Rail,Unknown,1475288.0
1993,MA,Massachusetts,Mexico,Truck,Export,203748743.0
1993,MA,Massachusetts,Mexico,Truck,Unknown,142505010.0
1993,MD,Maryland,Canada,Mail (U.S. Postal Service),Export,18513.0
1993,MD,Maryland,Canada,Mail (U.S. Postal Service),Unknown,1235.0
1993,MD,Maryland,Canada,Other/Unknown,Export,20254377.0
1993,MD,Maryland,Canada,Other/Unknown,Unknown,77199.0
1993,MD,Maryland,Canada,Rail,Export,20431384.0
1993,MD,Maryland,Canada,Rail,Unknown,97047369.0
1993,MD,Maryland,Canada,Truck,Export,418544336.0
1993,MD,Maryland,Canada,Truck,Unknown,450651069.0
1993,MD,Maryland,Mexico,Other/Unknown,Export,5373321.0
1993,MD,Maryland,Mexico,Other/Unknown,Unknown,4553.0
1993,MD,Maryland,Mexico,Rail,Export,12072984.0
1993,MD,Maryland,Mexico,Rail,Unknown,507830.0
1993,MD,Maryland,Mexico,Truck,Export,40396485.0
1993,MD,Maryland,Mexico,Truck,Unknown,13657539.0
1993,ME,Maine,Canada,Mail (U.S. Postal Service),Export,29421.0
1993,ME,Maine,Canada,Mail (U.S. Postal Service),Unknown,11231.0
1993,ME,Maine,Canada,Other/Unknown,Export,13669078.0
1993,ME,Maine,Canada,Other/Unknown,Unknown,27151333.0
1993,ME,Maine,Canada,Pipeline,Export,23465.0
1993,ME,Maine,Canada,Pipeline,Unknown,67201748.0
1993,ME,Maine,Canada,Rail,Export,14500522.0
1993,ME,Maine,Canada,Rail,Unknown,130085813.0
1993,ME,Maine,Canada,Truck,Export,261777405.0
1993,ME,Maine,Canada,Truck,Unknown,472809773.0
1993,ME,Maine,Mexico,Other/Unknown,Export,136779.0
1993,ME,Maine,Mexico,Rail,Export,1132426.0
1993,ME,Maine,Mexico,Rail,Unknown,208269.0
1993,ME,Maine,Mexico,Truck,Export,14367244.0
1993,ME,Maine,Mexico,Truck,Unknown,15540259.0
1993,MI,Michigan,Canada,Mail (U.S. Postal Service),Export,311919.0
1993,MI,Michigan,Canada,Mail (U.S. Postal Service),Unknown,690994.0
1993,MI,Michigan,Canada,Other/Unknown,Export,368542674.0
1993,MI,Michigan,Canada,Other/Unknown,Unknown,56900745.0
1993,MI,Michigan,Canada,Pipeline,Export,6959170.0
1993,MI,Michigan,Canada,Pipeline,Unknown,378493294.0
1993,MI,Michigan,Canada,Rail,Export,738804493.0
1993,MI,Michigan,Canada,Rail,Unknown,2651773196.0
1993,MI,Michigan,Canada,Truck,Export,7970845579.0
1993,MI,Michigan,Canada,Truck,Unknown,13922389577.0
1993,MI,Michigan,Mexico,Other/Unknown,Export,2113450475.0
1993,MI,Michigan,Mexico,Other/Unknown,Unknown,10849510.0
1993,MI,Michigan,Mexico,Rail,Export,391796728.0
1993,MI,Michigan,Mexico,Rail,Unknown,2708039236.0
1993,MI,Michigan,Mexico,Truck,Export,1827238674.0
1993,MI,Michigan,Mexico,Truck,Unknown,1208569632.0
1993,MN,Minnesota,Canada,Mail (U.S. Postal Service),Export,166342.0
1993,MN,Minnesota,Canada,Mail (U.S. Postal Service),Unknown,253362.0
1993,MN,Minnesota,Canada,Other/Unknown,Export,21673019.0
1993,MN,Minnesota,Canada,Other/Unknown,Unknown,336430288.0
1993,MN,Minnesota,Canada,Pipeline,Export,5475783.0
1993,MN,Minnesota,Canada,Pipeline,Unknown,1130139187.0
1993,MN,Minnesota,Canada,Rail,Export,212534776.0
1993,MN,Minnesota,Canada,Rail,Unknown,735510059.0
1993,MN,Minnesota,Canada,Truck,Export,1428031955.0
1993,MN,Minnesota,Canada,Truck,Unknown,785141203.0
1993,MN,Minnesota,Mexico,Mail (U.S. Postal Service),Export,53416.0
1993,MN,Minnesota,Mexico,Mail (U.S. Postal Service),Unknown,3544.0
1993,MN,Minnesota,Mexico,Other/Unknown,Export,11999463.0
1993,MN,Minnesota,Mexico,Rail,Export,25272233.0
1993,MN,Minnesota,Mexico,Rail,Unknown,291456.0
1993,MN,Minnesota,Mexico,Truck,Export,81836933.0
1993,MN,Minnesota,Mexico,Truck,Unknown,85450857.0
1993,MO,Missouri,Canada,Mail (U.S. Postal Service),Export,2532889.0
1993,MO,Missouri,Canada,Mail (U.S. Postal Service),Unknown,7466.0
1993,MO,Missouri,Canada,Other/Unknown,Export,12795786.0
1993,MO,Missouri,Canada,Other/Unknown,Unknown,3324192.0
1993,MO,Missouri,Canada,Pipeline,Export,141829.0
1993,MO,Missouri,Canada,Pipeline,Unknown,4087432.0
1993,MO,Missouri,Canada,Rail,Export,159766633.0
1993,MO,Missouri,Canada,Rail,Unknown,283913226.0
1993,MO,Missouri,Canada,Truck,Export,714450990.0
1993,MO,Missouri,Canada,Truck,Unknown,543700666.0
1993,MO,Missouri,Mexico,Other/Unknown,Export,38819782.0
1993,MO,Missouri,Mexico,Other/Unknown,Unknown,31059.0
1993,MO,Missouri,Mexico,Rail,Export,129793545.0
1993,MO,Missouri,Mexico,Rail,Unknown,14130534.0
1993,MO,Missouri,Mexico,Truck,Export,200886234.0
1993,MO,Missouri,Mexico,Truck,Unknown,96163895.0
1993,MS,Mississippi,Canada,Mail (U.S. Postal Service),Export,6584.0
1993,MS,Mississippi,Canada,Mail (U.S. Postal Service),Unknown,3393.0
1993,MS,Mississippi,Canada,Other/Unknown,Export,621879.0
1993,MS,Mississippi,Canada,Other/Unknown,Unknown,1929.0
1993,MS,Mississippi,Canada,Pipeline,Export,37516.0
1993,MS,Mississippi,Canada,Rail,Export,25845901.0
1993,MS,Mississippi,Canada,Rail,Unknown,33774728.0
1993,MS,Mississippi,Canada,Truck,Export,201680505.0
1993,MS,Mississippi,Canada,Truck,Unknown,132860871.0
1993,MS,Mississippi,Mexico,Mail (U.S. Postal Service),Unknown,26833.0
1993,MS,Mississippi,Mexico,Other/Unknown,Export,1558432.0
1993,MS,Mississippi,Mexico,Rail,Export,3784435.0
1993,MS,Mississippi,Mexico,Rail,Unknown,78157.0
1993,MS,Mississippi,Mexico,Truck,Export,11926617.0
1993,MS,Mississippi,Mexico,Truck,Unknown,127368602.0
1993,MT,Montana,Canada,Mail (U.S. Postal Service),Export,80366.0
1993,MT,Montana,Canada,Mail (U.S. Postal Service),Unknown,166569.0
1993,MT,Montana,Canada,Other/Unknown,Export,906239.0
1993,MT,Montana,Canada,Other/Unknown,Unknown,1387504.0
1993,MT,Montana,Canada,Pipeline,Unknown,119991326.0
1993,MT,Montana,Canada,Rail,Export,34934326.0
1993,MT,Montana,Canada,Rail,Unknown,82791190.0
1993,MT,Montana,Canada,Truck,Export,79526369.0
1993,MT,Montana,Canada,Truck,Unknown,217873497.0
1993,MT,Montana,Mexico,Mail (U.S. Postal Service),Unknown,300.0
1993,MT,Montana,Mexico,Other/Unknown,Export,27956.0
1993,MT,Montana,Mexico,Rail,Export,231459.0
1993,MT,Montana,Mexico,Rail,Unknown,130068.0
1993,MT,Montana,Mexico,Truck,Export,629766.0
1993,MT,Montana,Mexico,Truck,Unknown,380013.0
1993,NC,North Carolina,Canada,Mail (U.S. Postal Service),Export,592496.0
1993,NC,North Carolina,Canada,Mail (U.S. Postal Service),Unknown,1457.0
1993,NC,North Carolina,Canada,Other/Unknown,Export,6138017.0
1993,NC,North Carolina,Canada,Other/Unknown,Unknown,1092657.0
1993,NC,North Carolina,Canada,Rail,Export,32818884.0
1993,NC,North Carolina,Canada,Rail,Unknown,222790200.0
1993,NC,North Carolina,Canada,Truck,Export,1642273688.0
1993,NC,North Carolina,Canada,Truck,Unknown,864876394.0
1993,NC,North Carolina,Mexico,Other/Unknown,Export,19972225.0
1993,NC,North Carolina,Mexico,Rail,Export,7540749.0
1993,NC,North Carolina,Mexico,Rail,Unknown,4880791.0
1993,NC,North Carolina,Mexico,Truck,Export,219164294.0
1993,NC,North Carolina,Mexico,Truck,Unknown,359349626.0
1993,ND,North Dakota,Canada,Mail (U.S. Postal Service),Export,5556.0
1993,ND,North Dakota,Canada,Mail (U.S. Postal Service),Unknown,27229.0
1993,ND,North Dakota,Canada,Other/Unknown,Export,944876.0
1993,ND,North Dakota,Canada,Other/Unknown,Unknown,13478267.0
1993,ND,North Dakota,Canada,Rail,Export,28123641.0
1993,ND,North Dakota,Canada,Rail,Unknown,86005167.0
